# Generated by the Filter Profile Service @ http://skyservice.pha.jhu.edu
# Id = 28
# Name = "Johnson J"
# Description = ""
# UCD = "PHOT_JHN_J"
# Version = "1.0"
# DateCreated = 7/23/2003 11:18:44 AM
# DateModified = 7/23/2003 3:57:33 PM
# WavelengthMin = 9800
# WavelengthMax = 15400
# WavelengthEff = 12487.8114562414
# WavelengthScale = Linear
# EffectiveWidth = 3193.54837687581
# Unit = 
# Wavelength Value
9600 0
9800 0.0199999995529652
10000 0.0299999993294477
10200 0.0599999986588955
10400 0.159999996423721
10600 0.349999994039536
10800 0.620000004768372
11000 0.930000007152557
11200 0.850000023841858
11400 0.779999971389771
11600 0.779999971389771
11800 0.800000011920929
12000 0.850000023841858
12200 0.930000007152557
12400 0.75
12600 0.639999985694885
12800 0.629999995231628
13000 0.629999995231628
13200 0.660000026226044
13400 0.680000007152557
13600 0.699999988079071
13800 0.699999988079071
14000 0.660000026226044
14200 0.600000023841858
14400 0.46000000834465
14600 0.270000010728836
14800 0.140000000596046
15000 0.0900000035762787
15200 0.0599999986588955
15400 0.0199999995529652
15600 0
