2735978.11 0.000507166
2739726.03 0.000513544
2743484.22 0.000521896
2747252.75 0.000526982
2751031.64 0.000529083
2754820.94 0.000533655
2758620.69 0.000543304
2762430.94 0.000555144
2766251.73 0.000569085
2770083.10 0.00058826
2773925.10 0.0006129
2777777.78 0.000645317
2781641.17 0.000674023
2785515.32 0.00069522
2789400.28 0.000724054
2793296.09 0.00076195
2797202.80 0.000802291
2801120.45 0.000840093
2805049.09 0.000880149
2808988.76 0.000923926
2812939.52 0.000970378
2816901.41 0.00102021
2820874.47 0.00108462
2824858.76 0.00116717
2828854.31 0.0012485
2832861.19 0.00133613
2836879.43 0.00145468
2840909.09 0.00158238
2844950.21 0.00172197
2849002.85 0.00189101
2851257.62 0.00210965
2852629.18 0.00211439
2854001.82 0.00233962
2855375.79 0.00249585
2856751.07 0.00239633
2858128.18 0.00299285
2859506.20 0.00322987
2860885.55 0.00368297
2862266.31 0.00448206
2863648.25 0.00453758
2865031.52 0.00397133
2866416.53 0.00385018
2867802.56 0.00369841
2869189.93 0.0048185
2870578.81 0.00647918
2871968.78 0.0069288
2873360.43 0.00712426
2874753.18 0.007762
2876147.29 0.0084186
2877542.74 0.00918864
2878939.56 0.00962099
2880337.81 0.0102816
2881737.58 0.0127077
2883138.47 0.0143609
2884540.72 0.0153774
2885944.33 0.016375
2887349.32 0.0187694
2887445.94 0.0189243
2887586.27 0.0191147
2887726.35 0.0192724
2887866.79 0.0193978
2888006.82 0.0194901
2888147.12 0.0195502
2888287.43 0.0195801
2888427.83 0.0195832
2888568.00 0.0195635
2888708.52 0.0195257
2888755.75 0.0195056
2888848.55 0.0194747
2888989.01 0.0194154
2889129.40 0.0193525
2889269.89 0.0192901
2889410.14 0.0192317
2889550.74 0.01918
2889691.18 0.0191369
2889831.39 0.0191036
2889971.86 0.0190805
2890112.43 0.019068
2890163.64 0.019068
2890252.77 0.0190656
2890393.45 0.019073
2890533.98 0.0190901
2890674.18 0.0191166
2890814.82 0.0191529
2890955.47 0.0191995
2891095.89 0.0192574
2891236.65 0.019328
2891377.26 0.0194127
2891518.05 0.0195131
2891572.73 0.0195582
2891658.27 0.0196308
2891799.00 0.019767
2891939.50 0.0199226
2892080.26 0.0200978
2892221.04 0.0202923
2892361.74 0.0205048
2892502.13 0.0207335
2892643.03 0.0209758
2892783.60 0.0212284
2892924.45 0.0214876
2892983.20 0.0215954
2893065.31 0.0217494
2893206.09 0.0220096
2893346.56 0.0222641
2893487.54 0.0225091
2893628.20 0.0227413
2893769.13 0.0229579
2893909.98 0.0231569
2894050.94 0.023337
2894191.82 0.0234977
2894332.55 0.0236391
2894395.04 0.0236951
2894473.29 0.0237622
2894614.30 0.0238683
2894755.24 0.0239593
2894896.27 0.0240374
2895037.24 0.0241047
2895178.05 0.0241636
2895318.88 0.0242163
2895459.97 0.0242649
2895600.99 0.0243113
2895742.02 0.0243569
2895808.27 0.0243798
2895883.15 0.0244032
2896024.22 0.0244513
2896164.96 0.0245023
2896306.13 0.0245569
2896447.23 0.024616
2896588.35 0.0246803
2896729.56 0.0247507
2896870.71 0.024828
2897011.53 0.0249131
2897152.79 0.0250068
2897223.04 0.0250556
2897293.97 0.0251099
2897435.17 0.0252233
2897576.47 0.0253476
2897717.53 0.0254831
2897858.93 0.0256298
2897999.94 0.0257876
2898141.20 0.0259558
2898282.49 0.0261332
2898423.87 0.0263182
2898565.01 0.0265088
2898639.20 0.0266088
2898706.50 0.0267028
2898847.50 0.0268973
2898988.93 0.0270895
2899130.30 0.0272763
2899271.76 0.0274547
2899412.98 0.0276219
2899554.56 0.0277751
2899695.98 0.0279121
2899837.16 0.0280311
2899978.61 0.028131
2900056.57 0.0281766
2900120.15 0.0282112
2900261.46 0.028272
2900403.12 0.0283141
2900544.62 0.0283393
2900685.80 0.0283498
2900827.41 0.0283486
2900969.04 0.028339
2901110.43 0.0283247
2901252.17 0.0283099
2901393.75 0.0282985
2901475.33 0.0282947
2901535.02 0.0282946
2901676.71 0.0283018
2901818.42 0.0283233
2901959.90 0.0283618
2902101.64 0.0284192
2902243.39 0.0284965
2902385.07 0.0285938
2902526.43 0.0287104
2902668.31 0.0288444
2902809.86 0.0289935
2902895.48 0.0290911
2902951.68 0.0291542
2903093.52 0.0293226
2903235.28 0.0294945
2903376.73 0.0296655
2903518.69 0.029831
2903660.33 0.029987
2903802.23 0.0301299
2903944.06 0.0302568
2904086.00 0.0303655
2904227.86 0.0304551
2904317.01 0.0305018
2904369.57 0.0305255
2904511.29 0.0305776
2904653.27 0.0306134
2904795.19 0.0306357
2904937.21 0.0306479
2905079.15 0.030654
2905220.94 0.0306581
2905362.75 0.0306643
2905504.82 0.0306764
2905646.82 0.0306978
2905740.12 0.0307182
2905788.92 0.0307312
2905930.95 0.0307785
2906072.99 0.0308407
2906214.71 0.0309181
2906356.86 0.0310098
2906498.95 0.0311146
2906641.04 0.0312305
2906783.24 0.0313551
2906925.37 0.0314858
2907067.17 0.0316203
2907164.53 0.0317132
2907209.41 0.0317562
2907351.57 0.0318917
2907493.75 0.0320256
2907636.03 0.0321571
2907778.07 0.0322862
2907920.13 0.0324134
2908062.45 0.0325399
2908204.70 0.032667
2908346.96 0.0327964
2908489.33 0.0329299
2908590.25 0.0330286
2908631.45 0.0330688
2908773.93 0.0332143
2908915.91 0.0333671
2909058.33 0.0335272
2909200.68 0.0336938
2909343.12 0.0338657
2909485.33 0.0340406
2909627.89 0.0342161
2909769.95 0.0343891
2909912.46 0.0345561
2910017.37 0.034672
2910054.89 0.0347137
2910197.42 0.0348585
2910339.71 0.0349874
2910482.35 0.0350977
2910624.84 0.0351872
2910767.00 0.0352541
2910909.60 0.0352977
2911052.22 0.0353175
2911194.59 0.0353139
2911337.32 0.0352876
2911445.90 0.0352526
2911479.89 0.0352397
2911622.14 0.0351718
2911764.82 0.0350854
2911907.52 0.0349824
2912049.98 0.0348644
2912192.70 0.034733
2912335.44 0.0345897
2912477.77 0.0344358
2912620.45 0.0342727
2912763.32 0.0341013
2912876.17 0.0339608
2912905.86 0.0339229
2913048.67 0.0337385
